	CHEMBL16081	CHEMBL6466	CHEMBL545	CHEMBL573	CHEMBL273386	CHEMBL16	CHEMBL95	CHEMBL112	CHEMBL20	CHEMBL190	CHEMBL633	CHEMBL629	CHEMBL25	CHEMBL1542	CHEMBL1089221	CHEMBL388590	CHEMBL49	CHEMBL113	CHEMBL108	CHEMBL1200714	CHEMBL505	CHEMBL71	CHEMBL498	CHEMBL30	CHEMBL8	CHEMBL565	CHEMBL415	CHEMBL88	CHEMBL12	CHEMBL139	CHEMBL517	CHEMBL964	CHEMBL109	CHEMBL1628227	CHEMBL902	CHEMBL672	CHEMBL726	CHEMBL806	CHEMBL35	CHEMBL457	CHEMBL472	CHEMBL54	CHEMBL896	CHEMBL521	CHEMBL11	CHEMBL6	CHEMBL92401	CHEMBL64	CHEMBL429	CHEMBL514	CHEMBL686	CHEMBL1431	CHEMBL1411979	4CHEMBL16081	CHEMBL159226	CHEMBL23832	CHEMBL623	CHEMBL193	CHEMBL56367	CHEMBL1503	CHEMBL19224	CHEMBL1177	CHEMBL75880	CHEMBL16073	CHEMBL40	CHEMBL101	CHEMBL643	CHEMBL27	CHEMBL1790041	CHEMBL421	CHEMBL26	CHEMBL479	CHEMBL833	CHEMBL1314	CHEMBL782	CHEMBL646	CHEMBL695	CHEMBL637	CHEMBL295416	CHEMBL384467	CHEMBL1430	CHEMBLCHEMBL51769	CHEMBL164290	CHEMBL44814	CHEMBLCHEMBL6338	CHEMBL130	CHEMBL691	CHEMBL1395	CHEMBL165908	CHEMBL107	CHEMBL123292	CHEMBL232201	CHEMBL429023	CHEMBL502074	CHEMBL85728	CHEMBL1697693	CHEMBL234926	CHEMBL16068	CHEMBL228514	CHEMBL521035	CHEMBL2766015	CHEMBL1381098	CHEMBL351487	CHEMBL288958	CHEMBL44884	CHEMBL1697856	CHEMBL203187	CHEMBL1479	CHEMBL5CHEMBL457	CHEMBL44657	CHEMBL459	CHEMBL23	CHEMBL1560	CHEMBL295698	CHEMBL1064	CHEMBL54349	CHEMBL1201082	CHEMBL1201097	CHEMBL1201096	CHEMBL1609891	CHEMBL154	CHEMBL1201093	CHEMBL1201088	CHEMBL1201089	CHEMBL1697694	CHEMBL562	CHEMBL1200688	CHEMBL1566	CHEMBL986	CHEMBL606759	CHEMBL15770	CHEMBL822	CHEMBL83	CHEMBL2037000	CHEMBL267345	CHEMBL843	CHEMBL160	CHEMBL1697830	CHEMBL578	CHEMBL869	CHEMBL572	CHEMBL1201288	CHEMBL506247	CHEMBL502682	CHEMBL505513	CHEMBL1440	CHEMBL599	CHEMBL1CHEMBL29541687	CHEMBL2105617	CHEMBL374478	CHEMBL42
CHEMBL472	0.89	0.51	0.95	0.62	0.64	0.51	0.67	0.53	0.83	0.82	0.44	0.63	0.45	0.85	0.57	0.51	0.73	0.83	0.58	0.47	0.61	0.59	0.47	0.84	0.53	0.51	0.57	0.84	0.52	0.5	0.58	0.89	0.84	0.46	0.83	0.42	0.6	0.6	0.37	0.52	0	0.43	0.52	0.6	0.6	0.46	0.6	0.63	0.35	0.76	0.49	0.92	0.7	0.47	0.5	0.49	0.47	0.53	0.51	0.56	0.55	0.5	0.77	0.48	0.54	0.58	0.62	0.44	0.47	0.44	0.2	0.63	0.56	0.8	0.46	0.63	0.84	0.45	0.61	0.72	0.82	0.58	0.9	0.99	0.57	0.51	0.6	0.72	0.88	0.43	0.7	0.49	0.5	0.53	0.62	0.92	0.91	0.77	0.77	0.67	0.83	0.65	0.67	0.89	0.82	0.47	0.83	0.61	0.46	0.58	0.53	0.41	0.78	0.5	0.69	0.59	0.42	0.68	1	0.79	0.51	0.81	0.61	0.53	0.53	0.45	0.75	0.68	0.77	0.82	0.55	0.6	0.47	0.82	0.64	0.47	0.64	0.7	0.5	0.56	0.54	0.47	0.55	0.59	0.65	0.47	0.55	0.53	0.62	0.53	0.58
CHEMBL54	0.91	0.52	0.93	0.5	0.62	0.5	0.62	0.55	0.9	0.85	0.45	0.47	0.47	0.89	0.6	0.5	0.71	0.84	0.58	0.44	0.52	0.56	0.57	0.89	0.44	0.54	0.47	0.82	0.5	0.41	0.53	0.87	0.77	0.46	0.89	0.38	0.56	0.6	0.49	0.53	0.43	0	0.38	0.42	0.54	0.48	0.59	0.59	0.39	0.8	0.4	0.93	0.71	0.54	0.51	0.4	0.55	0.52	0.65	0.68	0.58	0.46	0.71	0.61	0.47	0.56	0.61	0.5	0.59	0.55	0.5	0.63	0.51	0.83	0.57	0.62	0.82	0.39	0.61	0.59	0.81	0.57	0.88	0.99	0.58	0.5	0.51	0.58	0.84	0.53	0.66	0.47	0.52	0.51	0.58	0.93	0.86	0.68	0.69	0.62	0.77	0.6	0.6	0.92	0.81	0.58	0.83	0.52	0.49	0.57	0.47	0.55	0.76	0.58	0.6	0.56	0.45	0.7	1	0.83	0.48	0.79	0.55	0.42	0.56	0.51	0.68	0.65	0.67	0.8	0.46	0.5	0.47	0.81	0.61	0.57	0.64	0.55	0.47	0.63	0.64	0.57	0.54	0.62	0.67	0.43	0.6	0.61	0.54	0.59	0.54
CHEMBL896	0.91	0.62	0.89	0.61	0.63	0.45	0.53	0.59	0.9	0.83	0.57	0.43	0.65	0.85	0.57	0.67	0.7	0.82	0.47	0.37	0.42	0.46	0.53	0.85	0.53	0.57	0.34	0.78	0.38	0.46	0.51	0.85	0.82	0.5	0.87	0.53	0.41	0.54	0.56	0.61	0.52	0.38	0	0.55	0.41	0.58	0.58	0.6	0.49	0.76	0.56	0.91	0.63	0.53	0.54	0.54	0.48	0.55	0.63	0.66	0.57	0.54	0.67	0.59	0.5	0.51	0.48	0.47	0.63	0.65	0.57	0.52	0.41	0.82	0.53	0.52	0.82	0.47	0.55	0.71	0.82	0.5	0.86	0.99	0.56	0.49	0.61	0.71	0.75	0.59	0.73	0.65	0.64	0.59	0.47	0.92	0.83	0.65	0.66	0.61	0.8	0.52	0.52	0.91	0.71	0.59	0.84	0.65	0.6	0.63	0.57	0.53	0.77	0.52	0.66	0.53	0.51	0.66	1	0.83	0.62	0.83	0.43	0.46	0.67	0.64	0.67	0.59	0.63	0.73	0.59	0.4	0.46	0.82	0.63	0.6	0.61	0.68	0.43	0.71	0.71	0.64	0.65	0.59	0.62	0.57	0.66	0.63	0.48	0.64	0.42
CHEMBL521	0.89	0.43	0.88	0.58	0.61	0.45	0.65	0.56	0.9	0.89	0.53	0.44	0.37	0.93	0.64	0.52	0.77	0.88	0.57	0.56	0.64	0.7	0.61	0.91	0.55	0.51	0.6	0.89	0.6	0.44	0.57	0.9	0.58	0.49	0.89	0.46	0.64	0.56	0.63	0.36	0.6	0.42	0.55	0	0.56	0.6	0.64	0.65	0.5	0.86	0.43	0.95	0.75	0.49	0.44	0.44	0.7	0.46	0.67	0.74	0.66	0.42	0.79	0.61	0.4	0.53	0.68	0.55	0.66	0.64	0.58	0.69	0.63	0.82	0.52	0.7	0.83	0.44	0.63	0.56	0.74	0.54	0.91	1	0.65	0.57	0.44	0.5	0.89	0.6	0.66	0.48	0.54	0.41	0.52	0.95	0.81	0.54	0.67	0.63	0.7	0.57	0.55	0.93	0.83	0.58	0.78	0.57	0.56	0.51	0.38	0.58	0.75	0.71	0.44	0.67	0.54	0.75	1	0.77	0.32	0.77	0.56	0.4	0.48	0.56	0.69	0.72	0.56	0.83	0.31	0.52	0.5	0.74	0.58	0.64	0.66	0.51	0.41	0.69	0.72	0.63	0.55	0.66	0.73	0.52	0.64	0.74	0.58	0.66	0.67
CHEMBL11	0.92	0.64	0.95	0.55	0.56	0.46	0.33	0.48	0.92	0.81	0.62	0.32	0.67	0.82	0.52	0.69	0.68	0.8	0.21	0.49	0.36	0.36	0.6	0.8	0.47	0.7	0.12	0.86	0.29	0.41	0.39	0.81	0.85	0.49	0.82	0.66	0.37	0.37	0.6	0.66	0.6	0.54	0.41	0.56	0	0.57	0.49	0.5	0.54	0.8	0.41	0.89	0.53	0.58	0.59	0.4	0.53	0.45	0.58	0.61	0.52	0.58	0.68	0.5	0.49	0.33	0.32	0.58	0.65	0.6	0.6	0.35	0.48	0.87	0.5	0.43	0.86	0.49	0.5	0.76	0.87	0.32	0.84	1	0.53	0.5	0.62	0.74	0.86	0.61	0.79	0.67	0.69	0.62	0.26	0.91	0.89	0.6	0.71	0.72	0.8	0.32	0.38	0.92	0.82	0.53	0.89	0.63	0.69	0.71	0.6	0.47	0.82	0.59	0.74	0.53	0.53	0.8	1	0.87	0.64	0.87	0.17	0.55	0.69	0.72	0.79	0.73	0.67	0.87	0.6	0.31	0.52	0.87	0.74	0.6	0.7	0.75	0.53	0.68	0.69	0.61	0.72	0.56	0.71	0.61	0.63	0.64	0.43	0.64	0.31
CHEMBL6	0.93	0.57	0.95	0.45	0.6	0.59	0.49	0.5	0.9	0.75	0.47	0.68	0.52	0.77	0.37	0.51	0.66	0.73	0.57	0.6	0.46	0.62	0.71	0.81	0.51	0.57	0.52	0.91	0.48	0.43	0.46	0.93	0.83	0.54	0.81	0.45	0.63	0.59	0.41	0.54	0.46	0.48	0.58	0.6	0.57	0	0.53	0.54	0.5	0.87	0.44	0.95	0.63	0.6	0.54	0.44	0.47	0.49	0.58	0.44	0.34	0.57	0.85	0.47	0.63	0.54	0.66	0.54	0.57	0.43	0.49	0.66	0.63	0.87	0.71	0.51	0.85	0.5	0.5	0.71	0.86	0.56	0.94	1	0.35	0.55	0.6	0.72	0.92	0.53	0.74	0.48	0.54	0.55	0.63	0.97	0.91	0.8	0.8	0.69	0.85	0.61	0.63	0.95	0.88	0.46	0.88	0.54	0.55	0.56	0.53	0.45	0.78	0.4	0.7	0.43	0.56	0.73	1	0.87	0.49	0.84	0.56	0.57	0.55	0.53	0.77	0.75	0.78	0.85	0.62	0.64	0.55	0.83	0.7	0.39	0.74	0.7	0.55	0.55	0.56	0.46	0.55	0.43	0.7	0.53	0.58	0.51	0.53	0.45	0.55
CHEMBL92401	0.86	0.69	0.94	0.3	0.66	0.55	0.41	0.53	0.85	0.65	0.67	0.62	0.67	0.73	0.55	0.72	0.54	0.66	0.47	0.56	0.36	0.57	0.63	0.7	0.5	0.73	0.53	0.82	0.47	0.52	0.25	0.88	0.86	0.68	0.75	0.7	0.55	0.47	0.6	0.71	0.6	0.59	0.58	0.64	0.49	0.53	0	0.06	0.55	0.77	0.49	0.89	0.43	0.64	0.69	0.48	0.59	0.56	0.66	0.54	0.48	0.59	0.78	0.55	0.54	0.46	0.53	0.66	0.6	0.44	0.57	0.56	0.61	0.8	0.58	0.54	0.84	0.65	0.47	0.8	0.81	0.48	0.85	1	0.5	0.55	0.74	0.8	0.83	0.63	0.79	0.7	0.72	0.72	0.53	0.9	0.9	0.72	0.79	0.75	0.79	0.57	0.6	0.88	0.8	0.56	0.82	0.59	0.69	0.77	0.65	0.6	0.79	0.56	0.79	0.43	0.64	0.78	1	0.82	0.71	0.82	0.47	0.67	0.73	0.75	0.83	0.75	0.78	0.84	0.7	0.59	0.68	0.84	0.75	0.47	0.69	0.8	0.57	0.53	0.55	0.55	0.74	0.51	0.7	0.64	0.53	0.47	0.59	0.63	0.5
CHEMBL64	0.87	0.68	0.94	0.27	0.65	0.55	0.41	0.55	0.85	0.67	0.67	0.63	0.68	0.75	0.55	0.73	0.54	0.68	0.47	0.56	0.37	0.59	0.66	0.73	0.53	0.74	0.55	0.84	0.49	0.54	0.27	0.89	0.88	0.68	0.77	0.71	0.56	0.5	0.62	0.72	0.63	0.59	0.6	0.65	0.5	0.54	0.06	0	0.59	0.81	0.51	0.9	0.44	0.68	0.7	0.49	0.6	0.58	0.68	0.55	0.49	0.59	0.82	0.57	0.55	0.48	0.56	0.7	0.62	0.46	0.6	0.58	0.61	0.83	0.61	0.55	0.85	0.66	0.49	0.82	0.84	0.5	0.86	1	0.52	0.58	0.75	0.81	0.83	0.67	0.81	0.71	0.73	0.73	0.54	0.91	0.89	0.7	0.78	0.78	0.8	0.57	0.61	0.88	0.85	0.58	0.86	0.59	0.72	0.78	0.67	0.61	0.82	0.57	0.8	0.44	0.67	0.82	1	0.86	0.72	0.84	0.48	0.68	0.74	0.75	0.85	0.79	0.8	0.87	0.71	0.6	0.69	0.85	0.79	0.48	0.73	0.81	0.61	0.51	0.55	0.56	0.74	0.55	0.74	0.66	0.55	0.49	0.61	0.64	0.53
CHEMBL429	0.87	0.5	0.91	0.54	0.54	0.47	0.63	0.43	0.87	0.83	0.36	0.56	0.41	0.88	0.56	0.43	0.74	0.84	0.56	0.57	0.63	0.66	0.63	0.86	0.45	0.59	0.58	0.83	0.56	0.49	0.53	0.88	0.79	0.44	0.87	0.44	0.57	0.56	0.47	0.47	0.35	0.39	0.49	0.5	0.54	0.5	0.55	0.59	0	0.78	0.39	0.92	0.72	0.42	0.47	0.39	0.56	0.46	0.55	0.61	0.54	0.44	0.73	0.49	0.5	0.54	0.63	0.37	0.5	0.47	0.34	0.64	0.63	0.78	0.56	0.67	0.83	0.38	0.64	0.61	0.78	0.53	0.88	1	0.51	0.41	0.49	0.65	0.84	0.4	0.58	0.39	0.42	0.48	0.55	0.91	0.85	0.73	0.8	0.59	0.8	0.62	0.61	0.9	0.73	0.42	0.8	0.53	0.34	0.5	0.37	0.43	0.74	0.58	0.6	0.64	0.38	0.61	1	0.78	0.44	0.79	0.56	0.42	0.47	0.49	0.63	0.57	0.68	0.74	0.56	0.52	0.42	0.82	0.52	0.47	0.54	0.66	0.4	0.58	0.58	0.49	0.48	0.53	0.58	0.32	0.58	0.63	0.52	0.43	0.61
CHEMBL514	0.75	0.89	0.89	0.87	0.85	0.72	0.85	0.78	0.72	0.77	0.87	0.8	0.89	0.83	0.85	0.92	0.77	0.79	0.74	0.76	0.82	0.8	0.64	0.77	0.8	0.86	0.79	0.58	0.77	0.79	0.8	0.74	0.79	0.84	0.81	0.88	0.83	0.75	0.83	0.88	0.76	0.8	0.76	0.86	0.8	0.87	0.77	0.81	0.78	0	0.82	0.77	0.84	0.8	0.84	0.82	0.75	0.8	0.83	0.84	0.87	0.8	0.58	0.79	0.72	0.76	0.8	0.8	0.77	0.84	0.78	0.82	0.82	0.64	0.65	0.82	0.73	0.81	0.8	0.87	0.72	0.78	0.66	0.97	0.87	0.7	0.9	0.85	0.66	0.78	0.7	0.91	0.91	0.89	0.8	0.77	0.89	0.89	0.89	0.79	0.84	0.86	0.83	0.57	0.59	0.8	0.71	0.85	0.86	0.91	0.83	0.83	0.69	0.83	0.86	0.8	0.78	0.69	1	0.69	0.9	0.69	0.81	0.84	0.91	0.89	0.78	0.73	0.84	0.7	0.88	0.81	0.84	0.84	0.79	0.83	0.66	0.83	0.72	0.82	0.77	0.77	0.91	0.83	0.7	0.82	0.82	0.81	0.84	0.86	0.78
CHEMBL686	0.88	0.53	0.92	0.37	0.53	0.45	0.48	0.36	0.88	0.79	0.54	0.55	0.46	0.85	0.49	0.55	0.71	0.79	0.38	0.57	0.55	0.57	0.65	0.84	0.32	0.62	0.46	0.86	0.47	0.25	0.45	0.91	0.75	0.54	0.83	0.52	0.5	0.39	0.41	0.54	0.49	0.4	0.56	0.43	0.41	0.44	0.49	0.51	0.39	0.82	0	0.93	0.66	0.56	0.57	0.06	0.57	0.34	0.54	0.6	0.52	0.47	0.77	0.44	0.47	0.41	0.54	0.51	0.57	0.44	0.48	0.56	0.62	0.8	0.59	0.58	0.85	0.49	0.45	0.67	0.78	0.34	0.91	1	0.53	0.43	0.56	0.65	0.89	0.55	0.68	0.52	0.59	0.56	0.44	0.93	0.87	0.7	0.78	0.65	0.79	0.43	0.46	0.92	0.81	0.42	0.8	0.51	0.53	0.59	0.43	0.45	0.77	0.6	0.64	0.58	0.52	0.73	1	0.8	0.47	0.79	0.45	0.49	0.58	0.62	0.73	0.66	0.71	0.81	0.48	0.52	0.57	0.79	0.62	0.49	0.67	0.66	0.47	0.59	0.6	0.5	0.57	0.54	0.67	0.49	0.56	0.57	0.48	0.5	0.5
CHEMBL1431	0.78	0.97	0.89	0.93	0.95	0.89	0.91	0.92	0.75	0.79	0.93	0.87	0.96	0.84	0.93	0.97	0.85	0.81	0.88	0.91	0.9	0.9	0.85	0.77	0.92	0.96	0.9	0.77	0.89	0.94	0.89	0.65	0.89	0.91	0.81	0.97	0.92	0.91	0.94	0.96	0.92	0.93	0.91	0.95	0.89	0.95	0.89	0.9	0.92	0.77	0.93	0	0.86	0.91	0.91	0.93	0.89	0.92	0.93	0.9	0.94	0.87	0.8	0.92	0.87	0.92	0.89	0.91	0.88	0.91	0.91	0.9	0.91	0.79	0.85	0.88	0.79	0.91	0.89	0.95	0.8	0.91	0.65	1	0.93	0.92	0.96	0.94	0.77	0.92	0.88	0.97	0.97	0.96	0.9	0.77	0.94	0.95	0.98	0.9	0.88	0.92	0.94	0.62	0.74	0.93	0.82	0.94	0.95	0.97	0.93	0.93	0.85	0.91	0.94	0.9	0.9	0.87	1	0.82	0.96	0.81	0.86	0.91	0.97	0.97	0.89	0.89	0.92	0.87	0.96	0.89	0.91	0.9	0.91	0.9	0.84	0.95	0.89	0.92	0.91	0.92	0.98	0.92	0.87	0.92	0.88	0.89	0.93	0.94	0.84
CHEMBL1411979	0.94	0.79	0.96	0.48	0.7	0.63	0.48	0.63	0.84	0.63	0.74	0.65	0.79	0.57	0.61	0.8	0.51	0.61	0.54	0.59	0.4	0.47	0.64	0.54	0.65	0.78	0.57	0.88	0.55	0.66	0.43	0.84	0.93	0.72	0.6	0.8	0.51	0.63	0.69	0.78	0.7	0.71	0.63	0.75	0.53	0.63	0.43	0.44	0.72	0.84	0.66	0.86	0	0.74	0.75	0.65	0.56	0.69	0.69	0.45	0.53	0.7	0.85	0.65	0.67	0.58	0.41	0.75	0.61	0.5	0.67	0.46	0.49	0.86	0.62	0.47	0.89	0.71	0.43	0.88	0.9	0.61	0.88	1	0.55	0.69	0.78	0.87	0.88	0.76	0.88	0.79	0.8	0.77	0.62	0.94	0.92	0.73	0.8	0.81	0.87	0.6	0.65	0.92	0.86	0.66	0.86	0.68	0.8	0.81	0.76	0.59	0.83	0.54	0.86	0.4	0.72	0.81	1	0.85	0.79	0.9	0.51	0.74	0.81	0.82	0.89	0.82	0.84	0.9	0.69	0.62	0.72	0.9	0.84	0.43	0.8	0.87	0.69	0.67	0.65	0.66	0.82	0.53	0.77	0.76	0.46	0.31	0.63	0.72	0.49
4CHEMBL16081	0.87	0.29	0.9	0.66	0.56	0.58	0.65	0.5	0.89	0.88	0.39	0.5	0.36	0.9	0.54	0.49	0.82	0.89	0.59	0.61	0.66	0.69	0.6	0.86	0.63	0.4	0.61	0.82	0.63	0.6	0.63	0.88	0.81	0.22	0.86	0.43	0.63	0.6	0.54	0.31	0.47	0.54	0.53	0.49	0.58	0.6	0.64	0.68	0.42	0.8	0.56	0.91	0.74	0	0.26	0.55	0.52	0.54	0.45	0.61	0.53	0.42	0.75	0.39	0.56	0.63	0.66	0.26	0.5	0.64	0.42	0.67	0.64	0.84	0.52	0.7	0.84	0.31	0.69	0.71	0.79	0.58	0.88	1	0.54	0.52	0.48	0.71	0.82	0.4	0.74	0.45	0.46	0.3	0.53	0.88	0.84	0.63	0.73	0.65	0.77	0.61	0.61	0.91	0.76	0.42	0.81	0.63	0.44	0.52	0.43	0.49	0.83	0.58	0.66	0.72	0.24	0.74	1	0.8	0.4	0.79	0.59	0.42	0.42	0.5	0.75	0.63	0.63	0.74	0.59	0.54	0.21	0.77	0.59	0.55	0.68	0.71	0.47	0.57	0.6	0.53	0.53	0.68	0.7	0.51	0.63	0.71	0.6	0.6	0.64
CHEMBL159226	0.89	0.28	0.92	0.64	0.6	0.6	0.7	0.55	0.89	0.88	0.33	0.5	0.35	0.91	0.52	0.47	0.8	0.87	0.63	0.6	0.65	0.7	0.65	0.89	0.62	0.39	0.62	0.85	0.62	0.61	0.64	0.86	0.77	0.21	0.88	0.4	0.64	0.63	0.54	0.25	0.5	0.51	0.54	0.44	0.59	0.54	0.69	0.7	0.47	0.84	0.57	0.91	0.75	0.26	0	0.57	0.51	0.53	0.53	0.63	0.51	0.45	0.78	0.45	0.58	0.63	0.68	0.29	0.52	0.63	0.47	0.69	0.65	0.81	0.58	0.71	0.78	0.27	0.69	0.67	0.8	0.62	0.88	1	0.5	0.56	0.45	0.67	0.8	0.4	0.75	0.44	0.41	0.26	0.62	0.93	0.87	0.68	0.76	0.58	0.78	0.64	0.64	0.91	0.81	0.48	0.83	0.6	0.43	0.44	0.42	0.44	0.78	0.55	0.6	0.71	0.32	0.73	1	0.82	0.33	0.79	0.6	0.35	0.36	0.46	0.67	0.65	0.67	0.79	0.55	0.56	0.22	0.75	0.6	0.52	0.69	0.67	0.47	0.6	0.61	0.55	0.46	0.69	0.69	0.47	0.65	0.73	0.59	0.53	0.68
CHEMBL23832	0.88	0.51	0.93	0.35	0.5	0.44	0.47	0.34	0.88	0.78	0.54	0.58	0.45	0.85	0.47	0.55	0.7	0.79	0.35	0.56	0.55	0.56	0.65	0.84	0.3	0.61	0.46	0.86	0.47	0.23	0.46	0.91	0.75	0.56	0.83	0.52	0.5	0.39	0.39	0.53	0.49	0.4	0.54	0.44	0.4	0.44	0.48	0.49	0.39	0.82	0.06	0.93	0.65	0.55	0.57	0	0.56	0.34	0.53	0.59	0.54	0.46	0.77	0.42	0.48	0.39	0.53	0.53	0.56	0.44	0.47	0.55	0.6	0.8	0.58	0.58	0.85	0.5	0.48	0.69	0.78	0.38	0.91	1	0.53	0.42	0.58	0.67	0.89	0.57	0.68	0.52	0.59	0.56	0.42	0.92	0.86	0.69	0.77	0.65	0.79	0.47	0.49	0.92	0.81	0.4	0.79	0.52	0.55	0.61	0.42	0.45	0.76	0.59	0.65	0.58	0.51	0.74	1	0.8	0.5	0.79	0.45	0.49	0.58	0.63	0.74	0.66	0.71	0.8	0.51	0.55	0.57	0.79	0.62	0.49	0.66	0.68	0.47	0.57	0.58	0.5	0.56	0.54	0.67	0.51	0.55	0.57	0.49	0.53	0.49
CHEMBL623	0.92	0.57	0.94	0.6	0.54	0.6	0.59	0.46	0.84	0.73	0.54	0.66	0.6	0.77	0.44	0.64	0.64	0.72	0.52	0.57	0.52	0.47	0.6	0.77	0.58	0.49	0.48	0.84	0.45	0.54	0.56	0.89	0.89	0.49	0.8	0.53	0.53	0.59	0.47	0.58	0.47	0.55	0.48	0.7	0.53	0.47	0.59	0.6	0.56	0.75	0.57	0.89	0.56	0.52	0.51	0.56	0	0.6	0.47	0.49	0.48	0.57	0.82	0.36	0.63	0.49	0.52	0.51	0.49	0.54	0.52	0.55	0.61	0.85	0.65	0.48	0.83	0.5	0.54	0.8	0.88	0.57	0.88	0.99	0.48	0.53	0.65	0.8	0.81	0.57	0.81	0.62	0.61	0.59	0.62	0.95	0.9	0.75	0.76	0.7	0.86	0.64	0.64	0.88	0.81	0.39	0.89	0.66	0.62	0.64	0.63	0.41	0.81	0.34	0.77	0.5	0.49	0.75	1	0.87	0.61	0.85	0.52	0.58	0.62	0.61	0.79	0.7	0.8	0.82	0.71	0.63	0.46	0.83	0.73	0.43	0.7	0.78	0.59	0.5	0.46	0.45	0.63	0.6	0.65	0.62	0.6	0.49	0.55	0.51	0.42
CHEMBL193	0.88	0.55	0.93	0.54	0.5	0.47	0.53	0.49	0.87	0.83	0.55	0.56	0.53	0.83	0.54	0.6	0.71	0.83	0.45	0.58	0.56	0.61	0.65	0.85	0.39	0.62	0.5	0.86	0.5	0.4	0.49	0.89	0.76	0.55	0.83	0.53	0.56	0.35	0.5	0.53	0.53	0.52	0.55	0.46	0.45	0.49	0.56	0.58	0.46	0.8	0.34	0.92	0.69	0.54	0.53	0.34	0.6	0	0.47	0.62	0.55	0.47	0.75	0.48	0.48	0.45	0.58	0.55	0.54	0.57	0.51	0.6	0.64	0.82	0.57	0.61	0.85	0.51	0.54	0.66	0.8	0.44	0.88	1	0.55	0.39	0.61	0.65	0.85	0.51	0.64	0.58	0.57	0.57	0.43	0.93	0.88	0.7	0.78	0.6	0.79	0.49	0.42	0.89	0.81	0.49	0.82	0.52	0.57	0.59	0.47	0.47	0.77	0.61	0.6	0.61	0.53	0.69	1	0.8	0.52	0.76	0.48	0.47	0.53	0.58	0.7	0.66	0.7	0.79	0.54	0.54	0.56	0.75	0.56	0.54	0.66	0.66	0.43	0.55	0.56	0.43	0.6	0.55	0.63	0.51	0.63	0.65	0.5	0.55	0.54
CHEMBL56367	0.9	0.5	0.94	0.65	0.35	0.63	0.63	0.43	0.85	0.87	0.57	0.67	0.54	0.83	0.53	0.61	0.82	0.87	0.55	0.63	0.67	0.61	0.62	0.85	0.63	0.52	0.61	0.87	0.62	0.58	0.65	0.9	0.89	0.49	0.8	0.57	0.62	0.5	0.49	0.54	0.51	0.65	0.63	0.67	0.58	0.58	0.66	0.68	0.55	0.83	0.54	0.93	0.69	0.45	0.53	0.53	0.47	0.47	0	0.53	0.53	0.56	0.85	0.35	0.65	0.57	0.58	0.49	0.44	0.58	0.49	0.6	0.68	0.86	0.61	0.69	0.88	0.49	0.64	0.81	0.85	0.57	0.9	1	0.57	0.48	0.62	0.81	0.85	0.56	0.82	0.58	0.61	0.54	0.52	0.93	0.89	0.7	0.78	0.74	0.83	0.57	0.51	0.91	0.85	0.38	0.84	0.63	0.6	0.64	0.53	0.47	0.84	0.57	0.78	0.72	0.46	0.79	1	0.81	0.56	0.83	0.58	0.6	0.59	0.64	0.84	0.72	0.79	0.78	0.66	0.66	0.47	0.82	0.72	0.55	0.77	0.81	0.63	0.45	0.49	0.46	0.63	0.67	0.73	0.61	0.63	0.61	0.62	0.59	0.63
CHEMBL1503	0.94	0.65	0.96	0.52	0.63	0.65	0.53	0.55	0.83	0.62	0.61	0.72	0.67	0.57	0.44	0.66	0.59	0.65	0.6	0.63	0.5	0.63	0.7	0.58	0.61	0.68	0.63	0.88	0.6	0.62	0.49	0.91	0.9	0.6	0.7	0.67	0.6	0.64	0.55	0.66	0.56	0.68	0.66	0.74	0.61	0.44	0.54	0.55	0.61	0.84	0.6	0.9	0.45	0.61	0.63	0.59	0.49	0.62	0.53	0	0.37	0.64	0.83	0.51	0.68	0.63	0.6	0.58	0.55	0.42	0.54	0.63	0.64	0.87	0.66	0.53	0.89	0.58	0.45	0.83	0.89	0.62	0.92	1	0.4	0.62	0.69	0.83	0.89	0.61	0.82	0.65	0.67	0.65	0.65	0.94	0.93	0.81	0.86	0.76	0.88	0.66	0.68	0.93	0.85	0.52	0.87	0.63	0.67	0.69	0.66	0.51	0.83	0.38	0.81	0.42	0.57	0.75	1	0.84	0.66	0.88	0.59	0.68	0.67	0.69	0.85	0.75	0.82	0.85	0.69	0.68	0.6	0.89	0.77	0.33	0.77	0.83	0.65	0.61	0.58	0.53	0.7	0.45	0.73	0.65	0.45	0.42	0.57	0.56	0.54
